stop_id,stop_name,fullName,stop_id,municipality,district_code,mainTrafficType,idosCategory,lat,lon,avgJtskX,avgJtskY,numStops
"Loučeň,Studce","Loučeň,Studce","Loučeň,Studce","Loučeň,Studce",Loučeň,NB,bus,301003,50.2914734,15.0501986,-695293.25,-1026456.75,2
"Loučeň,Studečky","Loučeň,Studečky","Loučeň,Studečky","Loučeň,Studečky",Loučeň,NB,bus,301003,50.28492,15.0499344,-695405.2,-1027177.19,2
Loukov u Mn.Hradiště,Loukov u Mnichova Hradiště,Loukov u Mnichova Hradiště,Loukov u Mn.Hradiště,Loukov,MB,train,600003,50.55868,15.0564651,-691048.9,-997035.8,1
"Loukov,Na Veselici","Loukov,Na Veselici","Loukov,Na Veselici","Loukov,Na Veselici",Loukov,MB,bus,301003,50.5528069,15.0495577,-691617.9,-997621.1,2
"Loukov,škola","Loukov,škola","Loukov,škola","Loukov,škola",Loukov,MB,bus,301003,50.5601654,15.0356483,-692490.7,-996683.3,2
"Loukov,žel.st.","Loukov,žel.st.","Loukov,železniční stanice","Loukov,žel.st.",Loukov,MB,bus,301003,50.558075,15.0569077,-691026.4,-997106.563,2
Loukovec,Loukovec,Loukovec,Loukovec,Loukovec,MB,bus,301003,50.5620575,15.0156088,-693871.9,-996292.2,1
"Loukovec,Hubálov","Loukovec,Hubálov","Loukovec,Hubálov","Loukovec,Hubálov",Loukovec,MB,undefined,301003,50.5591049,15.0132589,-694079.2,-996596.5,1
Louňovice,Louňovice,Louňovice,Louňovice,Louňovice,PH,bus,301003,49.9825745,14.7610874,-720249.0,-1057837.63,1
Louňovice p.Blaníkem,Louňovice p.Blaníkem,Louňovice p.Blaníkem,Louňovice p.Blaníkem,Louňovice p.Blaníkem,BN,bus,301003,49.63754,14.8476944,-719106.7,-1096696.75,2
"Louňovice p.Blaníkem,Býkovice","Louňovice p.Blaníkem,Býkovice","Louňovice p.Blaníkem,Býkovice","Louňovice p.Blaníkem,Býkovice",Louňovice p.Blaníkem,BN,bus,301003,49.62104,14.8663673,-718008.8,-1098691.88,1
"Louňovice p.Blaníkem,Olešná","Louňovice p.Blaníkem,Olešná","Louňovice p.Blaníkem,Olešná","Louňovice p.Blaníkem,Olešná",Louňovice p.Blaníkem,BN,bus,301003,49.65837,14.868898399999999,-717286.1,-1094599.63,2
"Louňovice p.Blaníkem,rozc.Světlá","Louňovice p.Blaníkem,rozc.Světlá","Louňovice p.Blaníkem,rozcestí Světlá","Louňovice p.Blaníkem,rozc.Světlá",Louňovice p.Blaníkem,BN,bus,301003,49.64803,14.8572731,-718268.5,-1095630.38,2
"Louňovice p.Blaníkem,Škola","Louňovice p.Blaníkem,Škola","Louňovice p.Blaníkem,Škola","Louňovice p.Blaníkem,Škola",Louňovice p.Blaníkem,BN,bus,301003,49.6337357,14.8446035,-719383.3,-1097087.0,2
"Louňovice p.Blaníkem,U Mostu","Louňovice p.Blaníkem,U Mostu","Louňovice p.Blaníkem,U Mostu","Louňovice p.Blaníkem,U Mostu",Louňovice p.Blaníkem,BN,bus,301003,49.6424446,14.8428755,-719380.438,-1096110.25,2
"Louňovice,I.hráz","Louňovice,I.hráz","Louňovice,I.hráz","Louňovice,I.hráz",Louňovice,PH,bus,301003,49.9891548,14.7564144,-720484.7,-1057068.0,3
"Louňovice,II.hráz","Louňovice,II.hráz","Louňovice,II.hráz","Louňovice,II.hráz",Louňovice,PH,bus,301003,49.988224,14.7674742,-719712.2,-1057274.88,3
Louny,Louny,Louny,Louny,Louny,LN,train,600003,50.36132,13.82319,-780789.563,-1006868.69,1
Louny město,Louny město,Louny město,Louny město,Louny,LN,train,600003,50.3502579,13.796361,-782856.3,-1007810.63,1
Louny střed,Louny střed,Louny střed,Louny střed,Louny,LN,train,600003,50.3535576,13.8059006,-782131.5,-1007545.44,1
"Louny,5.května","Louny,5.května","Louny,5.května","Louny,5.května",Louny,LN,bus,301003,50.3521156,13.8133411,-781630.75,-1007780.63,2
"Louny,Aut.nádr.","Louny,Aut.nádr.","Louny,Autobusové nádraží","Louny,Aut.nádr.",Louny,LN,bus,301003,50.3547935,13.8046961,-782196.5,-1007397.0,4
"Louny,Brloh","Louny,Brloh","Louny,Brloh","Louny,Brloh",Louny,LN,bus,301003,50.3188477,13.825489,-781308.938,-1011566.75,2
"Louny,Brloh,rozc.Smolnice","Louny,Brloh,rozc.Smolnice","Louny,Brloh,rozcestí Smolnice","Louny,Brloh,rozc.Smolnice",Louny,LN,bus,301003,50.3101654,13.8247395,-781501.063,-1012514.88,2
"Louny,ČSAD","Louny,ČSAD","Louny,ČSAD","Louny,ČSAD",Louny,LN,bus,301003,50.35595,13.7765083,-784162.6,-1006979.63,2
"Louny,EPL hl.vrát.","Louny,EPL hl.vrát.","Louny,EPL hl.vrát.","Louny,EPL hl.vrát.",Louny,LN,bus,301003,50.35435,13.7645807,-785028.2,-1007032.5,1
"Louny,Luna","Louny,Luna","Louny,Luna","Louny,Luna",Louny,LN,bus,301003,50.35701,13.788909,-783272.5,-1006990.88,2
"Louny,poliklinika","Louny,poliklinika","Louny,poliklinika","Louny,poliklinika",Louny,LN,bus,301003,50.34971,13.8063889,-782158.938,-1007973.88,2
"Louny,prům.zóna","Louny,prům.zóna","Louny,průmyslová zóna","Louny,prům.zóna",Louny,LN,bus,301003,50.34269,13.8183393,-781430.1,-1008869.44,1
"Louny,sokolovna","Louny,sokolovna","Louny,sokolovna","Louny,sokolovna",Louny,LN,bus,301003,50.3555374,13.79516,-782855.938,-1007216.94,2
"Louny,u cihelny","Louny,u cihelny","Louny,u cihelny","Louny,u cihelny",Louny,LN,bus,301003,50.34591,13.8190594,-781327.75,-1008522.63,2
"Louny,U spravedlnosti","Louny,U spravedlnosti","Louny,U spravedlnosti","Louny,U spravedlnosti",Louny,LN,bus,301003,50.3484039,13.8058968,-782214.7,-1008112.75,2
"Loužnice,pošta","Loužnice,pošta","Loužnice,pošta","Loužnice,pošta",Loužnice,JN,bus,301003,50.6805725,15.2678642,-674492.9,-985477.0,2
Lovčice obec,Lovčice obec,Lovčice obec,Lovčice obec,Lovčice,HK,train,600003,50.17044,15.38231,-673479.75,-1042793.06,1
Lštění,Lštění,Lštění,Lštění,Lštění,BN,train,600003,49.8638725,14.7156429,-725227.8,-1070492.25,1
Lubenec,Lubenec,Lubenec,Lubenec,Lubenec,LN,train,600003,50.1263237,13.32787,-819587.9,-1027507.69,1
Lubenec zastávka,Lubenec zastávka,Lubenec zastávka,Lubenec zastávka,Lubenec,LN,train,600003,50.12948,13.3070831,-821004.1,-1026936.56,1
"Lubenec,Jelení","Lubenec,Jelení","Lubenec,Jelení","Lubenec,Jelení",Lubenec,LN,bus,301003,50.1264,13.3328943,-819231.5,-1027553.5,1
"Lubenec,Ležky,rozc.0.3","Lubenec,Ležky,rozc.0.3","Lubenec,Ležky,rozcestí 0.3","Lubenec,Ležky,rozc.0.3",Lubenec,LN,bus,301003,50.12172,13.3568811,-817614.25,-1028326.25,2
"Lubenec,Libkovice,rozc.","Lubenec,Libkovice,rozc.","Lubenec,Libkovice,rozcestí","Lubenec,Libkovice,rozc.",Lubenec,LN,bus,301003,50.1354523,13.2681646,-823653.938,-1025858.63,1
"Lubenec,Pražská","Lubenec,Pražská","Lubenec,Pražská","Lubenec,Pražská",Lubenec,LN,bus,301003,50.132103,13.3159781,-820331.5,-1026744.19,2
"Lubenec,závod","Lubenec,závod","Lubenec,závod","Lubenec,závod",Lubenec,LN,bus,301003,50.1302643,13.32406,-819791.063,-1027033.31,2
Lubná,Lubná,Lubná,Lubná,Lubná,RA,bus,301003,50.0755157,13.6997013,-794120.1,-1037042.06,2
"Lubná,Filipka","Lubná,Filipka","Lubná,Filipka","Lubná,Filipka",Lubná,RA,bus,301003,50.072403,13.703845,-793877.25,-1037427.75,2
"Lubná,pod vrškem","Lubná,pod vrškem","Lubná,pod vrškem","Lubná,pod vrškem",Lubná,RA,bus,301003,50.07874,13.7002935,-794025.9,-1036693.63,2
"Lubná,sídliště","Lubná,sídliště","Lubná,sídliště","Lubná,sídliště",Lubná,RA,bus,301003,50.07769,13.7083569,-793472.063,-1036893.38,2
"Lubná,u hřbitova","Lubná,u hřbitova","Lubná,u hřbitova","Lubná,u hřbitova",Lubná,RA,bus,301003,50.07509,13.7016258,-793990.75,-1037108.94,2
"Lubná,záv.","Lubná,záv.","Lubná,závod","Lubná,záv.",Lubná,RA,bus,301003,50.0833549,13.6957617,-794271.9,-1036138.38,1
Luka,Luka,Luka,Luka,Praha,AB,metroB,301003,50.0454369,14.3213024,-750538.1,-1046663.19,7
Luka p.Medníkem,Luka pod Medníkem,Luka pod Medníkem,Luka p.Medníkem,Jílové u Prahy,PZ,train,600003,49.8649178,14.462636,-743236.7,-1067937.75,1
"Luka,odb.1.0 (CL)","Luka,odb.1.0","Luka,odbočka 1.0","Luka,odb.1.0 (CL)",Luka,CL,bus,301003,50.5171432,14.67823,-718235.8,-998120.7,2
Lukášova,Lukášova,Lukášova,Lukášova,Praha,AB,bus,301003,50.0880737,14.457593,-740224.3,-1043300.0,2
Lukavec,Lukavec,Lukavec,Lukavec,Lukavec,PE,bus,301003,49.5661774,14.9904995,-709901.75,-1105904.75,2
Lukavecká,Lukavecká,Lukavecká,Lukavecká,Praha,AB,bus,301003,50.1161652,14.61756,-728463.938,-1041746.13,2
Luštěnice,Luštěnice,Luštěnice,Luštěnice,Luštěnice,MB,bus,301003,50.3224258,14.9373026,-702825.1,-1022007.5,2
Luštěnice (vlak),Luštěnice,Luštěnice,Luštěnice (vlak),Luštěnice,MB,train,600003,50.3212,14.9445724,-702329.438,-1022209.56,1
"Luštěnice,Sluneční","Luštěnice,Sluneční","Luštěnice,Sluneční","Luštěnice,Sluneční",Luštěnice,MB,bus,301003,50.313076,14.9183884,-704295.6,-1022864.13,1
"Luštěnice,Voděrady","Luštěnice,Voděrady","Luštěnice,Voděrady","Luštěnice,Voděrady",Luštěnice,MB,bus,301003,50.33667,14.9446163,-702103.8,-1020504.13,2
"Luštěnice,Zelená","Luštěnice,Zelená","Luštěnice,Zelená","Luštěnice,Zelená",Luštěnice,MB,bus,301003,50.3163376,14.9122305,-704683.438,-1022447.5,1
Lužce,Lužce,Lužce,Lužce,Lužce,BE,bus,301003,49.9838181,14.1952524,-760433.75,-1052199.13,2
"Lužec n.Cidl.,kaple","Lužec n.Cidl.,kaple","Lužec n.Cidl.,kaple","Lužec n.Cidl.,kaple",Lužec n.Cidl.,HK,bus,301003,50.2133636,15.4136333,-670671.0,-1038331.5,2
"Lužec n.Cidl.,Skochovická","Lužec n.Cidl.,Skochovická","Lužec n.Cidl.,Skochovická","Lužec n.Cidl.,Skochovická",Lužec n.Cidl.,HK,bus,301003,50.2153778,15.406,-671184.0,-1038042.13,2
Lužec n.Vlt.,Lužec n.Vlt.,Lužec nad Vltavou,Lužec n.Vlt.,Lužec n.Vlt.,ME,bus,301003,50.3216171,14.3990574,-740825.25,-1016996.94,2
"Lužec n.Vlt.,Chramostek","Lužec n.Vlt.,Chramostek","Lužec nad Vltavou,Chramostek","Lužec n.Vlt.,Chramostek",Lužec n.Vlt.,ME,bus,301003,50.32898,14.41637,-739492.25,-1016354.5,2
"Lužec n.Vlt.,Strojírny","Lužec n.Vlt.,Strojírny","Lužec nad Vltavou,Strojírny","Lužec n.Vlt.,Strojírny",Lužec n.Vlt.,ME,bus,301003,50.3235168,14.4068584,-740246.1,-1016863.75,2
Lužiny,Lužiny,Lužiny,Lužiny,Praha,AB,metroB,301003,50.0444946,14.3304424,-749904.0,-1046856.63,2
Lužná u Rakovníka,Lužná u Rakovníka,Lužná u Rakovníka,Lužná u Rakovníka,Lužná,RA,train,600003,50.1449051,13.7702951,-788002.438,-1030140.88,1
"Lužná,Červený kříž","Lužná,Červený kříž","Lužná,Červený kříž","Lužná,Červený kříž",Lužná,RA,bus,301003,50.13427,13.8020067,-785930.7,-1031639.19,3
"Lužná,Čs.armády","Lužná,Čs.armády","Lužná,Československé armády","Lužná,Čs.armády",Lužná,RA,bus,301003,50.11956,13.7713652,-788335.3,-1032941.19,4
"Lužná,kpt.Jaroše","Lužná,kpt.Jaroše","Lužná,kpt.Jaroše","Lužná,kpt.Jaroše",Lužná,RA,bus,301003,50.12886,13.7666645,-788517.9,-1031868.69,2
"Lužná,lesní správa","Lužná,lesní správa","Lužná,lesní správa","Lužná,lesní správa",Lužná,RA,undefined,301003,50.1382523,13.7867241,-786947.6,-1031042.75,2
"Lužná,Lišanská","Lužná,Lišanská","Lužná,Lišanská","Lužná,Lišanská",Lužná,RA,bus,301003,50.1398773,13.7620659,-788665.438,-1030608.63,2
"Lužná,Masarykovo nám.","Lužná,Masarykovo nám.","Lužná,Masarykovo náměstí","Lužná,Masarykovo nám.",Lužná,RA,bus,301003,50.12409,13.769721,-788378.6,-1032425.88,1
"Lužná,žel.st.","Lužná,žel.st.","Lužná,železniční stanice","Lužná,žel.st.",Lužná,RA,bus,301003,50.14453,13.7699385,-788033.6,-1030178.06,1
"Lysá n.L.,Byšičky","Lysá n.L.,Byšičky","Lysá nad Labem,Byšičky","Lysá n.L.,Byšičky",Lysá n.L.,NB,undefined,301003,50.180584,14.7940836,-715009.6,-1036317.0,1
"Lysá n.L.,Dvorce","Lysá n.L.,Dvorce","Lysá nad Labem,Dvorce","Lysá n.L.,Dvorce",Lysá n.L.,NB,bus,301003,50.2072525,14.7966022,-714441.7,-1033400.13,1
"Lysá n.L.,Ke Karlovu","Lysá n.L.,Ke Karlovu","Lysá nad Labem,Ke Karlovu","Lysá n.L.,Ke Karlovu",Lysá n.L.,NB,undefined,301003,50.1877747,14.8031673,-714261.438,-1035609.44,1
"Lysá n.L.,Litol,Boženy Němcové","Lysá n.L.,Litol,Boženy Němcové","Lysá nad Labem,Litol,Boženy Němcové","Lysá n.L.,Litol,Boženy Němcové",Lysá n.L.,NB,bus,301003,50.1922,14.848835,-710964.0,-1035548.25,2
"Lysá n.L.,Litol,Dobrovského sady","Lysá n.L.,Litol,Dobrovského sady","Lysá nad Labem,Litol,Dobrovského sady","Lysá n.L.,Litol,Dobrovského sady",Lysá n.L.,NB,bus,301003,50.18503,14.8522377,-710827.4,-1036370.75,2
"Lysá n.L.,Litol,Husova","Lysá n.L.,Litol,Husova","Lysá nad Labem,Litol,Husova","Lysá n.L.,Litol,Husova",Lysá n.L.,NB,bus,301003,50.1881943,14.84915,-711000.0,-1035993.19,2
"Lysá n.L.,Litol,Palackého","Lysá n.L.,Litol,Palackého","Lysá nad Labem,Litol,Palackého","Lysá n.L.,Litol,Palackého",Lysá n.L.,NB,bus,301003,50.1874924,14.8571882,-710441.063,-1036145.38,2
"Lysá n.L.,Litol,U Mostu","Lysá n.L.,Litol,U Mostu","Lysá nad Labem,Litol,U Mostu","Lysá n.L.,Litol,U Mostu",Lysá n.L.,NB,bus,301003,50.17488,14.853632,-710876.1,-1037503.06,2
"Lysá n.L.,pošta","Lysá n.L.,pošta","Lysá nad Labem,pošta","Lysá n.L.,pošta",Lysá n.L.,NB,bus,301003,50.20049,14.84129,-711377.6,-1034564.13,2
"Lysá n.L.,Předměstí","Lysá n.L.,Předměstí","Lysá nad Labem,Předměstí","Lysá n.L.,Předměstí",Lysá n.L.,NB,bus,301003,50.2012939,14.828968,-712238.0,-1034360.0,2
"Lysá n.L.,rozc.Dvorce","Lysá n.L.,rozc.Dvorce","Lysá nad Labem,rozcestí Dvorce","Lysá n.L.,rozc.Dvorce",Lysá n.L.,NB,bus,301003,50.2085724,14.8067036,-713707.6,-1033349.63,2
"Lysá n.L.,sídl.","Lysá n.L.,sídl.","Lysá nad Labem,sídliště","Lysá n.L.,sídl.",Lysá n.L.,NB,bus,301003,50.2080078,14.8446255,-711032.25,-1033766.25,2
"Lysá n.L.,škola","Lysá n.L.,škola","Lysá nad Labem,škola","Lysá n.L.,škola",Lysá n.L.,NB,bus,301003,50.204628,14.84145,-711306.25,-1034109.25,2
"Lysá n.L.,žel.st.","Lysá n.L.,žel.st.","Lysá nad Labem,železniční stanice","Lysá n.L.,žel.st.",Lysá n.L.,NB,bus,301003,50.19587,14.842123,-711385.9,-1035081.63,2
Lysá n.Labem,Lysá nad Labem,Lysá nad Labem,Lysá n.Labem,Lysá n.L.,NB,train,600003,50.1955452,14.84272,-711348.4,-1035122.69,1
Lysá nad Labem-Dvorce,Lysá nad Labem-Dvorce,Lysá nad Labem-Dvorce,Lysá nad Labem-Dvorce,Lysá n.L.,NB,train,600003,50.2002678,14.801713,-714182.0,-1034218.44,1
Lýskova,Lýskova,Lýskova,Lýskova,Praha,AB,bus,301003,50.0510254,14.3093929,-751297.4,-1045930.0,2
Lysolaje,Lysolaje,Lysolaje,Lysolaje,Praha,AB,bus,301003,50.1267242,14.3674116,-746028.063,-1038160.88,3
Madlina,Madlina,Madlina,Madlina,Praha,AB,bus,301003,50.1203156,14.4845009,-737830.75,-1040007.75,2
Macharovo náměstí,Macharovo náměstí,Macharovo náměstí,Macharovo náměstí,Praha,AB,bus,301003,50.0941772,14.38175,-745507.9,-1041887.5,2
"Makotřasy,náves","Makotřasy,náves","Makotřasy,náves","Makotřasy,náves",Makotřasy,KD,bus,301003,50.1443329,14.21521,-756534.063,-1034719.63,2
"Makotřasy,rozcestí","Makotřasy,rozcestí","Makotřasy,rozcestí","Makotřasy,rozcestí",Makotřasy,KD,bus,301003,50.1473236,14.2141886,-756560.0,-1034379.5,2
Malá Bělá,Malá Bělá,Malá Bělá,Malá Bělá,Bakov n.Jiz.,MB,train,600003,50.486496,14.9233294,-701445.438,-1003782.63,1
Malá Hraštice,Malá Hraštice,Malá Hraštice,Malá Hraštice,Malá Hraštice,PB,bus,301003,49.8075142,14.2786007,-757224.5,-1072448.13,2
Malá Hraštice (vlak),Malá Hraštice,Malá Hraštice,Malá Hraštice (vlak),Malá Hraštice,PB,train,600003,49.8095169,14.2690153,-757877.0,-1072132.38,1
"Malá Hraštice,Velká Hraštice","Malá Hraštice,Velká Hraštice","Malá Hraštice,Velká Hraštice","Malá Hraštice,Velká Hraštice",Malá Hraštice,PB,undefined,301003,49.80423,14.2811337,-757094.4,-1072835.0,2
Malá Chuchle,Malá Chuchle,Malá Chuchle,Malá Chuchle,Praha,AB,bus,301003,50.0249863,14.3947334,-745639.4,-1049637.38,2
Malá Ohrada,Malá Ohrada,Malá Ohrada,Malá Ohrada,Praha,AB,bus,301003,50.0403061,14.34021,-749275.2,-1047414.31,3
"Malá Skála,Křížky","Malá Skála,Křížky","Malá Skála,Křížky","Malá Skála,Křížky",Malá Skála,JN,bus,301003,50.62739,15.1819868,-681261.5,-990583.4,2
"Malá Skála,na Labi","Malá Skála,na Labi","Malá Skála,na Labi","Malá Skála,na Labi",Malá Skála,JN,bus,301003,50.6431923,15.1951256,-680117.6,-988956.938,2
"Malá Skála,Vranové,u mlýna","Malá Skála,Vranové,u mlýna","Malá Skála,Vranové,u mlýna","Malá Skála,Vranové,u mlýna",Malá Skála,JN,bus,301003,50.6379852,15.1894817,-680586.75,-989481.25,2
"Malá Skála,Záborčí,rozc.","Malá Skála,Záborčí,rozc.","Malá Skála,Záborčí,rozcestí","Malá Skála,Záborčí,rozc.",Malá Skála,JN,bus,301003,50.6177368,15.1685162,-682342.9,-991528.6,2
Malá Víska,Malá Víska,Malá Víska,Malá Víska,Malá Víska,BE,bus,301003,49.77582,13.8735533,-786593.063,-1071829.13,1
"Malá Víska,u Lisých","Malá Víska,u Lisých","Malá Víska,u Lisých","Malá Víska,u Lisých",Malá Víska,BE,bus,301003,49.7777328,13.8717165,-786693.5,-1071599.75,2
Malé Kyšice,Malé Kyšice,Malé Kyšice,Malé Kyšice,Malé Kyšice,KD,bus,301003,50.0624542,14.0920391,-766532.1,-1042503.88,2
Malé Přítočno,Malé Přítočno,Malé Přítočno,Malé Přítočno,Malé Přítočno,KD,bus,301003,50.1107,14.1350155,-762733.9,-1037623.19,2
"Malé Přítočno,U Hrnčírny","Malé Přítočno,U Hrnčírny","Malé Přítočno,U Hrnčírny","Malé Přítočno,U Hrnčírny",Malé Přítočno,KD,bus,301003,50.1068878,14.137351,-762627.9,-1038066.0,2
Malechovice,Malechovice,Malechovice,Malechovice,Libošovice,JC,train,600003,50.4933968,15.18728,-682770.4,-1005417.19,1
"Malenice,Zlešice","Malenice,Zlešice","Malenice,Zlešice","Malenice,Zlešice",Malenice,ST,bus,301003,49.13608,13.8646317,-797450.75,-1142146.38,2
Malešická,Malešická,Malešická,Malešická,Praha,AB,bus,301003,50.0865059,14.4819717,-738519.6,-1043709.13,2
Malešická továrna,Malešická továrna,Malešická továrna,Malešická továrna,Praha,AB,tram,301003,50.0772133,14.5255375,-735570.0,-1045154.75,4
Malešické náměstí,Malešické náměstí,Malešické náměstí,Malešické náměstí,Praha,AB,bus,301003,50.08501,14.5111837,-736470.8,-1044156.88,3
Malešický park,Malešický park,Malešický park,Malešický park,Praha,AB,bus,301003,50.08631,14.4962025,-737513.5,-1043868.63,2
Malešov,Malešov,Malešov,Malešov,Malešov,KH,bus,301003,49.9108276,15.2260742,-688183.0,-1070047.75,2
"Malešov,Albrechtice,rozc.","Malešov,Albrechtice,rozc.","Malešov,Albrechtice,rozcestí","Malešov,Albrechtice,rozc.",Malešov,KH,bus,301003,49.8987579,15.1755981,-691948.938,-1070922.38,2
"Malešov,Bilejov","Malešov,Bilejov","Malešov,Bilejov","Malešov,Bilejov",Malešov,KH,bus,301003,49.914875,15.2397594,-687151.25,-1069724.25,2
"Malešov,Dubina","Malešov,Dubina","Malešov,Dubina","Malešov,Dubina",Malešov,KH,bus,301003,49.8996658,15.2292938,-688109.5,-1071308.25,2
"Malešov,Maxovna","Malešov,Maxovna","Malešov,Maxovna","Malešov,Maxovna",Malešov,KH,bus,301003,49.8925323,15.2263412,-688419.6,-1072068.88,2
"Malešov,Polánka","Malešov,Polánka","Malešov,Polánka","Malešov,Polánka",Malešov,KH,bus,301003,49.90085,15.2042046,-689880.938,-1070950.75,2
"Malešov,Týniště","Malešov,Týniště","Malešov,Týniště","Malešov,Týniště",Malešov,KH,bus,301003,49.8900757,15.2330484,-687975.8,-1072400.0,2
"Malešov,žel.st.","Malešov,žel.st.","Malešov,železniční stanice","Malešov,žel.st.",Malešov,KH,bus,301003,49.9073677,15.2313576,-687854.75,-1070476.75,2
Malíkovice,Malíkovice,Malíkovice,Malíkovice,Malíkovice,KD,bus,301003,50.21123,13.9836,-771866.25,-1025026.94,3
"Malíkovice,Hlína","Malíkovice,Hlína","Malíkovice,Hlína","Malíkovice,Hlína",Malíkovice,KD,bus,301003,50.2194061,13.9591732,-773462.5,-1023878.88,2
"Malíkovice,Hvězda","Malíkovice,Hvězda","Malíkovice,Hvězda","Malíkovice,Hvězda",Malíkovice,KD,bus,301003,50.2214737,13.9793615,-772003.75,-1023856.5,2
"Malíkovice,Hvězda,horní","Malíkovice,Hvězda,horní","Malíkovice,Hvězda,horní","Malíkovice,Hvězda,horní",Malíkovice,KD,bus,301003,50.2206573,13.9742785,-772375.75,-1023895.0,2
"Malíkovice,Hvězda,rozc.","Malíkovice,Hvězda,rozc.","Malíkovice,Hvězda,rozcestí","Malíkovice,Hvězda,rozc.",Malíkovice,KD,bus,301003,50.22232,13.9849205,-771597.75,-1023819.44,2
Malinová,Malinová,Malinová,Malinová,Malinová,RA,bus,301003,50.0480347,13.6675119,-796846.6,-1039729.25,2
"Málkov,Jednota","Málkov,Jednota","Málkov,Jednota","Málkov,Jednota",Málkov,BE,bus,301003,49.88892,14.0218573,-774239.75,-1060900.5,1
Malměřice,Malměřice,Malměřice,Malměřice,Blatno,LN,train,600003,50.113678,13.3812571,-816025.2,-1029472.38,1
Malostranská,Malostranská,Malostranská,Malostranská,Praha,AB,metroA,301003,50.0910721,14.41006,-743548.5,-1042506.13,8
Malostranské náměstí,Malostranské náměstí,Malostranské náměstí,Malostranské náměstí,Praha,AB,tram,301003,50.08799,14.4044151,-743995.438,-1042790.94,4
Malotice,Malotice,Malotice,Malotice,Malotice,KO,bus,301003,49.96608,14.9811964,-704835.1,-1061714.63,2
"Malotice,Lhotky","Malotice,Lhotky","Malotice,Lhotky","Malotice,Lhotky",Malotice,KO,bus,301003,49.9548874,14.9555225,-706822.4,-1062711.25,2
Malovanka,Malovanka,Malovanka,Malovanka,Praha,AB,tram,301003,50.0855064,14.3822927,-745601.3,-1042847.75,5
Malovidy,Malovidy,Malovidy,Malovidy,Rataje n.Sáz.,KH,train,600003,49.82199,14.9321308,-710402.0,-1077149.75,1
Malvazinky,Malvazinky,Malvazinky,Malvazinky,Praha,AB,bus,301003,50.0650139,14.3883114,-745486.4,-1045164.63,4
Malý Berlín,Malý Berlín,Malý Berlín,Malý Berlín,Praha,AB,bus,301003,50.10341,14.4355869,-741552.2,-1041395.94,1
Malý Břevnov,Malý Břevnov,Malý Břevnov,Malý Břevnov,Praha,AB,bus,301003,50.0761337,14.3325462,-749271.0,-1043392.13,4
Malý Újezd,Malý Újezd,Malý Újezd,Malý Újezd,Malý Újezd,ME,bus,301003,50.3312035,14.5330057,-731231.2,-1017235.31,1
Malý Újezd (vlak),Malý Újezd,Malý Újezd,Malý Újezd (vlak),Malý Újezd,ME,train,600003,50.3333321,14.5258684,-731702.75,-1016932.06,1
"Malý Újezd,Jelenice","Malý Újezd,Jelenice","Malý Újezd,Jelenice","Malý Újezd,Jelenice",Malý Újezd,ME,bus,301003,50.3368,14.5408449,-730594.3,-1016693.81,1
"Malý Újezd,Vavřineč","Malý Újezd,Vavřineč","Malý Újezd,Vavřineč","Malý Újezd,Vavřineč",Malý Újezd,ME,bus,301003,50.32406,14.5507545,-730085.938,-1018193.0,2
"Manětín,Česká Doubravice,rozc.","Manětín,Česká Doubravice,rozc.","Manětín,Česká Doubravice,rozcestí","Manětín,Česká Doubravice,rozc.",Manětín,PS,bus,301003,49.9758072,13.2717218,-826093.563,-1043447.88,2
"Manětín,nám.","Manětín,nám.","Manětín,náměstí","Manětín,nám.",Manětín,PS,bus,301003,49.9919167,13.2321587,-828625.9,-1041246.25,2
"Manětín,Újezd,rozc.1.0","Manětín,Újezd,rozc.1.0","Manětín,Újezd,rozcestí 1.0","Manětín,Újezd,rozc.1.0",Manětín,PS,bus,301003,49.99438,13.1986256,-830960.4,-1040609.13,2
"Manětín,Vladměřice,rozcestí","Manětín,Vladměřice,rozcestí","Manětín,Vladměřice,rozcestí","Manětín,Vladměřice,rozcestí",Manětín,PS,bus,301003,49.9757919,13.2600765,-826919.4,-1043322.63,2
Maniny,Maniny,Maniny,Maniny,Praha,AB,bus,301003,50.1032944,14.4532642,-740301.0,-1041580.31,2
Mariánské náměstí,Mariánské náměstí,Mariánské náměstí,Mariánské náměstí,Praha,AB,bus,301003,50.0872955,14.4174891,-743079.1,-1042994.88,2
Marjánka,Marjánka,Marjánka,Marjánka,Praha,AB,tram,301003,50.0845375,14.3756962,-746083.75,-1042889.94,2
"Markvartice,Hřmenín","Markvartice,Hřmenín","Markvartice,Hřmenín","Markvartice,Hřmenín",Markvartice,JC,undefined,301003,50.40911,15.2134018,-682111.25,-1014951.69,2
"Markvartice,Mrkvojedy","Markvartice,Mrkvojedy","Markvartice,Mrkvojedy","Markvartice,Mrkvojedy",Markvartice,JC,bus,301003,50.4247437,15.1854639,-683861.9,-1012976.5,2
"Markvartice,pošta","Markvartice,pošta","Markvartice,pošta","Markvartice,pošta",Markvartice,JC,bus,301003,50.43085,15.1963043,-683012.1,-1012399.94,1
"Markvartice,Příchvoj,kaple","Markvartice,Příchvoj,kaple","Markvartice,Příchvoj,kaple","Markvartice,Příchvoj,kaple",Markvartice,JC,undefined,301003,50.4406433,15.2258568,-680792.25,-1011583.56,2
