stop_id,stop_name,fullName,stop_id,municipality,district_code,mainTrafficType,idosCategory,lat,lon,avgJtskX,avgJtskY,numStops
"Červený Újezd,rozc. (PZ)","Červený Újezd,rozc.","Červený Újezd,rozcestí","Červený Újezd,rozc. (PZ)",Červený Újezd,PZ,bus,301003,50.059082,14.1663952,-761313.5,-1043621.63,2
"Červený Újezd,rozc.Řikov (BN)","Červený Újezd,rozc.Řikov","Červený Újezd,rozcestí Řikov","Červený Újezd,rozc.Řikov (BN)",Červený Újezd,BN,bus,301003,49.5726242,14.6046772,-737471.25,-1101528.88,2
"Červený Újezd,U Náprstků (PZ)","Červený Újezd,U Náprstků","Červený Újezd,U Náprstků","Červený Újezd,U Náprstků (PZ)",Červený Újezd,PZ,bus,301003,50.06566,14.1651878,-761297.0,-1042885.56,2
"Červený Újezd,Zátiší (BN)","Červený Újezd,Zátiší","Červený Újezd,Zátiší","Červený Újezd,Zátiší (BN)",Červený Újezd,BN,bus,301003,49.57338,14.613739,-736810.563,-1101533.25,2
Červený Vrch,Červený Vrch,Červený Vrch,Červený Vrch,Praha,AB,tram,301003,50.0968323,14.3526421,-747530.4,-1041309.75,2
"Česká Lípa,aut.nádr.","Česká Lípa,aut.nádr.","Česká Lípa,autobusové nádraží","Česká Lípa,aut.nádr.",Česká Lípa,CL,bus,301003,50.67752,14.5356817,-725850.063,-979090.3,1
"Česká Lípa,Borská","Česká Lípa,Borská","Česká Lípa,Borská","Česká Lípa,Borská",Česká Lípa,CL,bus,301003,50.69467,14.5413189,-725198.3,-977253.5,2
"Česká Lípa,Častolovice,rozc.","Česká Lípa,Častolovice,rozc.","Česká Lípa,Častolovice,rozcestí","Česká Lípa,Častolovice,rozc.",Česká Lípa,CL,bus,301003,50.7165146,14.5452633,-724595.0,-974883.25,2
"Česká Lípa,Hrnčířská","Česká Lípa,Hrnčířská","Česká Lípa,Hrnčířská","Česká Lípa,Hrnčířská",Česká Lípa,CL,bus,301003,50.68173,14.5366039,-725722.438,-978635.5,1
"Česká Lípa,Lada","Česká Lípa,Lada","Česká Lípa,Lada","Česká Lípa,Lada",Česká Lípa,CL,bus,301003,50.7091637,14.5444126,-724764.6,-975685.438,2
"Česká Lípa,U Jezu","Česká Lípa,U Jezu","Česká Lípa,U Jezu","Česká Lípa,U Jezu",Česká Lípa,CL,bus,301003,50.6830559,14.5388336,-725546.4,-978510.1,1
Českobrodská,Českobrodská,Českobrodská,Českobrodská,Praha,AB,bus,301003,50.0918121,14.5329638,-734824.438,-1043617.56,1
Českolipská,Českolipská,Českolipská,Českolipská,Praha,AB,bus,301003,50.1266861,14.5015888,-736524.25,-1039471.5,2
Českomalínská,Českomalínská,Českomalínská,Českomalínská,Praha,AB,bus,301003,50.1046829,14.4034071,-743813.3,-1040941.5,2
Českomoravská,Českomoravská,Českomoravská,Českomoravská,Praha,AB,bus,301003,50.10583,14.4926023,-737474.9,-1041682.75,3
Český Brod,Český Brod,Český Brod,Český Brod,Český Brod,KO,train,600003,50.076683,14.8662663,-711405.9,-1048449.25,1
"Český Brod,Jana Kouly","Český Brod,Jana Kouly","Český Brod,Jana Kouly","Český Brod,Jana Kouly",Český Brod,KO,bus,301003,50.07323,14.8633518,-711662.9,-1048802.75,2
"Český Brod,Jungmannova","Český Brod,Jungmannova","Český Brod,Jungmannova","Český Brod,Jungmannova",Český Brod,KO,bus,301003,50.0722427,14.858255400000001,-712038.9,-1048864.13,1
"Český Brod,Kollárova","Český Brod,Kollárova","Český Brod,Kollárova","Český Brod,Kollárova",Český Brod,KO,bus,301003,50.0749969,14.8577909,-712031.8,-1048556.0,1
"Český Brod,Liblice,Bylanská","Český Brod,Liblice,Bylanská","Český Brod,Liblice,Bylanská","Český Brod,Liblice,Bylanská",Český Brod,KO,bus,301003,50.0716324,14.8845043,-710184.8,-1049176.25,2
"Český Brod,Liblice,Obec","Český Brod,Liblice,Obec","Český Brod,Liblice,Obec","Český Brod,Liblice,Obec",Český Brod,KO,bus,301003,50.0746841,14.8827915,-710262.2,-1048824.13,2
"Český Brod,Liblice,škola","Český Brod,Liblice,škola","Český Brod,Liblice,škola","Český Brod,Liblice,škola",Český Brod,KO,bus,301003,50.07628,14.8799181,-710443.0,-1048621.38,2
"Český Brod,Liblice,Vodárna","Český Brod,Liblice,Vodárna","Český Brod,Liblice,Vodárna","Český Brod,Liblice,Vodárna",Český Brod,KO,bus,301003,50.0784149,14.876646,-710644.25,-1048355.38,2
"Český Brod,Muzeum","Český Brod,Muzeum","Český Brod,Muzeum","Český Brod,Muzeum",Český Brod,KO,bus,301003,50.0746956,14.853792200000001,-712320.0,-1048551.88,2
"Český Brod,Na Bulánce","Český Brod,Na Bulánce","Český Brod,Na Bulánce","Český Brod,Na Bulánce",Český Brod,KO,bus,301003,50.0719833,14.8564463,-712171.063,-1048876.0,3
"Český Brod,Nem.","Český Brod,Nem.","Český Brod,Nemocnice","Český Brod,Nem.",Český Brod,KO,bus,301003,50.0733032,14.8522511,-712449.6,-1048691.0,2
"Český Brod,Sídliště","Český Brod,Sídliště","Český Brod,Sídliště","Český Brod,Sídliště",Český Brod,KO,bus,301003,50.069603,14.8523006,-712499.8,-1049099.75,2
"Český Brod,Štolmíř","Český Brod,Štolmíř","Český Brod,Štolmíř","Český Brod,Štolmíř",Český Brod,KO,bus,301003,50.0859451,14.8420963,-712986.438,-1047202.13,2
"Český Brod,U Vodárny","Český Brod,U Vodárny","Český Brod,U Vodárny","Český Brod,U Vodárny",Český Brod,KO,bus,301003,50.09108,14.86477,-711303.25,-1046847.75,2
"Český Brod,Zahrady","Český Brod,Zahrady","Český Brod,Zahrady","Český Brod,Zahrady",Český Brod,KO,bus,301003,50.0578842,14.8468466,-713057.4,-1050341.13,2
"Český Brod,Zborovská","Český Brod,Zborovská","Český Brod,Zborovská","Český Brod,Zborovská",Český Brod,KO,bus,301003,50.07787,14.8639851,-711550.6,-1048297.13,2
"Český Brod,Žel.st.","Český Brod,Žel.st.","Český Brod,Železniční stanice","Český Brod,Žel.st.",Český Brod,KO,bus,301003,50.07636,14.866024,-711427.8,-1048482.69,5
"Český Dub,Bohumileč","Český Dub,Bohumileč","Český Dub,Bohumileč","Český Dub,Bohumileč",Český Dub,LI,bus,301003,50.63802,14.9837818,-695019.5,-987622.4,2
"Český Dub,host.","Český Dub,host.","Český Dub,hostinec","Český Dub,host.",Český Dub,LI,bus,301003,50.6581764,14.9936295,-694040.1,-985488.8,2
"Český Dub,Kněžičky,rozc.0.5","Český Dub,Kněžičky,rozc.0.5","Český Dub,Kněžičky,rozcestí 0.5","Český Dub,Kněžičky,rozc.0.5",Český Dub,LI,bus,301003,50.659462,14.9830551,-694763.25,-985250.7,2
"Český Dub,Libíč","Český Dub,Libíč","Český Dub,Libíč","Český Dub,Libíč",Český Dub,LI,bus,301003,50.6282539,14.9857836,-695019.0,-988718.0,2
"Český Dub,Loukovičky","Český Dub,Loukovičky","Český Dub,Loukovičky","Český Dub,Loukovičky",Český Dub,LI,bus,301003,50.64582,14.9921455,-694321.063,-986837.938,2
"Český Dub,nám.","Český Dub,nám.","Český Dub,náměstí","Český Dub,nám.",Český Dub,LI,bus,301003,50.66023,14.9964228,-693814.75,-985287.438,1
"Český Dub,Severka","Český Dub,Severka","Český Dub,Severka","Český Dub,Severka",Český Dub,LI,bus,301003,50.65606,14.991478,-694221.25,-985702.75,2
Český Šternberk,Český Šternberk,Český Šternberk,Český Šternberk,Český Šternberk,BN,bus,301003,49.8106155,14.9276209,-710887.75,-1078362.25,2
Český Šternberk zast.,Český Šternberk zast.,Český Šternberk zastávka,Český Šternberk zast.,Český Šternberk,BN,train,600003,49.808635699999996,14.9297028,-710767.7,-1078600.13,1
"Český Šternberk,Čejkovice","Český Šternberk,Čejkovice","Český Šternberk,Čejkovice","Český Šternberk,Čejkovice",Český Šternberk,BN,bus,301003,49.80348,14.93759,-710279.063,-1079242.13,2
Čestín,Čestín,Čestín,Čestín,Čestín,KH,bus,301003,49.8073235,15.1040106,-698344.75,-1080356.13,2
"Čestín,Čábelice","Čestín,Čábelice","Čestín,Čábelice","Čestín,Čábelice",Čestín,KH,bus,301003,49.781868,15.0476608,-702729.9,-1082646.25,2
"Čestín,Čenovice","Čestín,Čenovice","Čestín,Čenovice","Čestín,Čenovice",Čestín,KH,bus,301003,49.7948227,15.1140766,-697802.9,-1081827.25,1
"Čestín,Čenovice,rozc.","Čestín,Čenovice,rozc.","Čestín,Čenovice,rozcestí","Čestín,Čenovice,rozc.",Čestín,KH,bus,301003,49.79895,15.1081047,-698170.938,-1081317.0,2
"Čestín,Čentice","Čestín,Čentice","Čestín,Čentice","Čestín,Čentice",Čestín,KH,bus,301003,49.8119431,15.087019,-699492.25,-1079690.75,2
"Čestín,Kamenná Lhota","Čestín,Kamenná Lhota","Čestín,Kamenná Lhota","Čestín,Kamenná Lhota",Čestín,KH,bus,301003,49.8340225,15.1213226,-696731.5,-1077569.25,2
"Čestín,Kasanice,rozc.","Čestín,Kasanice,rozc.","Čestín,Kasanice,rozcestí","Čestín,Kasanice,rozc.",Čestín,KH,bus,301003,49.80799,15.0819864,-699907.5,-1080080.25,2
"Čestín,Kněž","Čestín,Kněž","Čestín,Kněž","Čestín,Kněž",Čestín,KH,bus,301003,49.7894135,15.0906334,-699553.6,-1082209.13,1
"Čestín,Kněž,rozc.","Čestín,Kněž,rozc.","Čestín,Kněž,rozcestí","Čestín,Kněž,rozc.",Čestín,KH,bus,301003,49.79667,15.100564,-698741.6,-1081499.75,2
"Čestín,Milotice","Čestín,Milotice","Čestín,Milotice","Čestín,Milotice",Čestín,KH,bus,301003,49.8138351,15.0959282,-698829.5,-1079563.5,2
"Čestín,Morány","Čestín,Morány","Čestín,Morány","Čestín,Morány",Čestín,KH,bus,301003,49.815815,15.119173,-697142.1,-1079558.25,2
"Čestín,Polipsy","Čestín,Polipsy","Čestín,Polipsy","Čestín,Polipsy",Čestín,KH,bus,301003,49.787262,15.0597792,-701787.6,-1082162.75,1
"Čestín,u mlýna","Čestín,u mlýna","Čestín,u mlýna","Čestín,u mlýna",Čestín,KH,bus,301003,49.8079872,15.0969334,-698840.563,-1080218.0,2
Čestlice,Čestlice,Čestlice,Čestlice,Čestlice,PH,bus,301003,50.00173,14.58388,-732558.563,-1054035.88,3
"Čestlice,aquapark","Čestlice,aquapark","Čestlice,aquapark","Čestlice,aquapark",Čestlice,PH,bus,301003,50.00759,14.5735664,-733203.75,-1053291.0,2
"Čestlice,Lipová","Čestlice,Lipová","Čestlice,Lipová","Čestlice,Lipová",Čestlice,PH,bus,301003,49.9970932,14.5849257,-732553.6,-1054557.5,2
"Čestlice,nákupní zóna","Čestlice,nákupní zóna","Čestlice,nákupní zóna","Čestlice,nákupní zóna",Čestlice,PH,bus,301003,50.0051575,14.57376,-733226.4,-1053561.0,2
"Čestlice,Polní","Čestlice,Polní","Čestlice,Polní","Čestlice,Polní",Čestlice,PH,undefined,301003,50.0034332,14.5795,-732844.3,-1053806.13,2
"Čestlice,Rehau","Čestlice,Rehau","Čestlice,Rehau","Čestlice,Rehau",Čestlice,PH,bus,301003,49.9967575,14.5828915,-732703.1,-1054574.75,2
"Čestlice,V Oblouku","Čestlice,V Oblouku","Čestlice,V Oblouku","Čestlice,V Oblouku",Čestlice,PH,bus,301003,50.0063171,14.5714912,-733370.1,-1053411.25,2
"Čestlice,zábavní park","Čestlice,zábavní park","Čestlice,zábavní park","Čestlice,zábavní park",Čestlice,PH,bus,301003,50.000267,14.5774508,-733037.25,-1054135.5,2
"Číčovice,Malé Číčovice","Číčovice,Malé Číčovice","Číčovice,Malé Číčovice","Číčovice,Malé Číčovice",Číčovice,PZ,bus,301003,50.15686,14.2491207,-753940.6,-1033675.75,2
"Číčovice,Velké Číčovice","Číčovice,Velké Číčovice","Číčovice,Velké Číčovice","Číčovice,Velké Číčovice",Číčovice,PZ,bus,301003,50.15436,14.24082,-754566.5,-1033868.75,2
"Číhošť,Hlohov","Číhošť,Hlohov","Číhošť,Hlohov","Číhošť,Hlohov",Číhošť,HB,bus,301003,49.7628632,15.3057518,-684556.438,-1087091.63,1
Čilec,Čilec,Čilec,Čilec,Čilec,NB,bus,301003,50.2192154,14.9823875,-701121.2,-1033806.5,2
Čím,Čím,Čím,Čím,Čím,PB,bus,301003,49.7797928,14.3767815,-750647.3,-1076474.5,2
"Čím,Hrdlička","Čím,Hrdlička","Čím,Hrdlička","Čím,Hrdlička",Čím,PB,bus,301003,49.78311,14.3856392,-749964.9,-1076195.75,2
Čimelice,Čimelice,Čimelice,Čimelice,Čimelice,PI,train,600003,49.47034,14.0766783,-776898.3,-1107544.38,1
"Čimelice,Krsice","Čimelice,Krsice","Čimelice,Krsice","Čimelice,Krsice",Čimelice,PI,bus,301003,49.48616,14.0709743,-777059.6,-1105744.5,2
"Čimelice,nám.","Čimelice,nám.","Čimelice,náměstí","Čimelice,nám.",Čimelice,PI,bus,301003,49.465004,14.0687351,-777551.9,-1108050.75,2
Čimice,Čimice,Čimice,Čimice,Praha,AB,bus,301003,50.14081,14.4306583,-741334.9,-1037226.88,2
Čimický háj,Čimický háj,Čimický háj,Čimický háj,Praha,AB,bus,301003,50.127327,14.4356089,-741188.5,-1038760.38,2
Činěves,Činěves,Činěves,Činěves,Činěves,NB,bus,301003,50.2267227,15.21692,-684415.0,-1035109.25,2
"Činěves,u kovárny","Činěves,u kovárny","Činěves,u kovárny","Činěves,u kovárny",Činěves,NB,bus,301003,50.23063,15.2137871,-684582.1,-1034650.5,2
Čínská,Čínská,Čínská,Čínská,Praha,AB,bus,301003,50.10893,14.3944111,-744386.2,-1040385.81,2
Čisovice,Čisovice,Čisovice,Čisovice,Čisovice,PZ,bus,301003,49.863550000000004,14.3157005,-753721.5,-1066644.0,2
Čisovice (vlak),Čisovice,Čisovice,Čisovice (vlak),Čisovice,PZ,train,600003,49.8581734,14.3197994,-753511.938,-1067276.75,1
"Čisovice,Bojov","Čisovice,Bojov","Čisovice,Bojov","Čisovice,Bojov",Čisovice,PZ,bus,301003,49.873,14.349308,-751184.0,-1065935.25,2
"Čisovice,Bojov,Žel.st.","Čisovice,Bojov,Žel.st.","Čisovice,Bojov,Železniční stanice","Čisovice,Bojov,Žel.st.",Čisovice,PZ,bus,301003,49.8804474,14.34813,-751154.1,-1065102.75,2
"Čisovice,Pod Horou","Čisovice,Pod Horou","Čisovice,Pod Horou","Čisovice,Pod Horou",Čisovice,PZ,bus,301003,49.86348,14.3115549,-754017.75,-1066610.63,2
"Čisovice,Žel.st.","Čisovice,Žel.st.","Čisovice,Železniční stanice","Čisovice,Žel.st.",Čisovice,PZ,bus,301003,49.8577232,14.3190928,-753569.1,-1067319.25,2
Čistá,Čistá,Čistá,Čistá,Čistá,RA,train,600003,50.0329247,13.56862,-804100.2,-1040350.06,1
Čistá (RA),Čistá,Čistá,Čistá (RA),Čistá,RA,bus,301003,50.02798,13.570015,-804082.563,-1040908.88,1
"Čistá,Čistecký důl (MB)","Čistá,Čistecký důl","Čistá,Čistecký důl","Čistá,Čistecký důl (MB)",Čistá,MB,bus,301003,50.4839,14.8284407,-708159.9,-1003191.88,2
"Čistá,hlavní silnice (MB)","Čistá,hlavní silnice","Čistá,hlavní silnice","Čistá,hlavní silnice (MB)",Čistá,MB,bus,301003,50.47433,14.8600044,-706077.9,-1004539.75,2
"Čistá,hřiště (MB)","Čistá,hřiště","Čistá,hřiště","Čistá,hřiště (MB)",Čistá,MB,bus,301003,50.47521,14.8415051,-707367.1,-1004271.5,4
"Čistá,Kůzová (RA)","Čistá,Kůzová","Čistá,Kůzová","Čistá,Kůzová (RA)",Čistá,RA,bus,301003,50.0383453,13.5286436,-806843.3,-1039330.56,1
"Čistá,Lhota (RA)","Čistá,Lhota","Čistá,Lhota","Čistá,Lhota (RA)",Čistá,RA,bus,301003,50.0478363,13.4876757,-809588.5,-1037851.0,2
"Čistá,Nová Ves (RA)","Čistá,Nová Ves","Čistá,Nová Ves","Čistá,Nová Ves (RA)",Čistá,RA,bus,301003,50.04225,13.522541,-807211.25,-1038836.13,2
"Čistá,Nová Ves,Zelený Důl (RA)","Čistá,Nová Ves,Zelený Důl","Čistá,Nová Ves,Zelený Důl","Čistá,Nová Ves,Zelený Důl (RA)",Čistá,RA,bus,301003,50.0399323,13.4987478,-808934.9,-1038838.13,2
"Čistá,Stránka (MB)","Čistá,Stránka","Čistá,Stránka","Čistá,Stránka (MB)",Čistá,MB,bus,301003,50.47385,14.8513279,-706695.5,-1004512.38,2
"Čistá,Škola (MB)","Čistá,škola","Čistá,škola","Čistá,Škola (MB)",Čistá,MB,bus,301003,50.4729919,14.843853,-707234.0,-1004537.81,2
"Čistá,zahradnictví (RA)","Čistá,zahradnictví","Čistá,zahradnictví","Čistá,zahradnictví (RA)",Čistá,RA,bus,301003,50.0236969,13.58851,-802842.1,-1041575.38,2
"Čistá,Zdeslav (RA)","Čistá,Zdeslav","Čistá,Zdeslav","Čistá,Zdeslav (RA)",Čistá,RA,bus,301003,50.0450668,13.56097,-804442.75,-1038933.94,2
"Čistá,Zdeslav,statek (RA)","Čistá,Zdeslav,statek","Čistá,Zdeslav,statek","Čistá,Zdeslav,statek (RA)",Čistá,RA,bus,301003,50.0439873,13.53874,-806035.1,-1038817.13,2
"Čistá,žel.st. (RA)","Čistá,žel.st.","Čistá,železniční stanice","Čistá,žel.st. (RA)",Čistá,RA,bus,301003,50.03275,13.570227599999999,-803989.2,-1040386.63,2
Čížov,Čížov,Čížov,Čížov,Chabeřice,KH,train,600003,49.752,15.0486441,-703084.938,-1085949.75,1
"Čkyně,aut.nádr.","Čkyně,aut.nádr.","Čkyně,autobusové nádraží","Čkyně,aut.nádr.",Čkyně,PT,bus,301003,49.11492,13.8254147,-800621.938,-1144063.5,2
Čtyřkoly,Čtyřkoly,Čtyřkoly,Čtyřkoly,Čtyřkoly,BN,train,600003,49.8686676,14.714368799999999,-725247.938,-1069951.5,1
Ďáblice,Ďáblice,Ďáblice,Ďáblice,Praha,AB,bus,301003,50.148674,14.4866772,-737249.4,-1036904.19,4
Ďáblický hřbitov,Ďáblický hřbitov,Ďáblický hřbitov,Ďáblický hřbitov,Praha,AB,bus,301003,50.13759,14.4787159,-737980.25,-1038048.56,2
Daleké Dušníky,Daleké Dušníky,Daleké Dušníky,Daleké Dušníky,Daleké Dušníky,PB,bus,301003,49.72763,14.1827364,-765296.75,-1080287.75,2
"Daleké Dušníky,Druhlice","Daleké Dušníky,Druhlice","Daleké Dušníky,Druhlice","Daleké Dušníky,Druhlice",Daleké Dušníky,PB,bus,301003,49.7261658,14.1687183,-766320.1,-1080307.5,4
"Dalovice,křiž.","Dalovice,křiž.","Dalovice,křižovatka","Dalovice,křiž.",Dalovice,MB,bus,301003,50.4240379,14.8783779,-705513.4,-1010256.5,2
Darwinova,Darwinova,Darwinova,Darwinova,Praha,AB,bus,301003,50.01081,14.4099588,-744773.938,-1051348.5,2
Davle,Davle,Davle,Davle,Davle,PZ,train,600003,49.8877525,14.3988876,-747429.8,-1064797.88,1
"Davle,Na Javorce","Davle,Na Javorce","Davle,Na Javorce","Davle,Na Javorce",Davle,PZ,bus,301003,49.8967743,14.3998661,-747223.1,-1063813.38,2
"Davle,Obec","Davle,Obec","Davle,Obec","Davle,Obec",Davle,PZ,bus,301003,49.8904152,14.3991385,-747371.5,-1064507.0,2
"Davle,Pod Račany","Davle,Pod Račany","Davle,Pod Račany","Davle,Pod Račany",Davle,PZ,bus,301003,49.8914948,14.3907652,-747951.1,-1064306.0,2
"Davle,Portus","Davle,Portus","Davle,Portus","Davle,Portus",Davle,PZ,bus,301003,49.8757324,14.3908644,-748183.7,-1066043.25,1
"Davle,Sázava","Davle,Sázava","Davle,Sázava","Davle,Sázava",Davle,PZ,bus,301003,49.8857956,14.39698,-747595.4,-1064994.75,2
"Davle,Sázava,Třešňovka","Davle,Sázava,Třešňovka","Davle,Sázava,Třešňovka","Davle,Sázava,Třešňovka",Davle,PZ,bus,301003,49.884758,14.4023924,-747225.9,-1065162.0,2
"Davle,Sloup","Davle,Sloup","Davle,Sloup","Davle,Sloup",Davle,PZ,bus,301003,49.8883972,14.37489,-749128.25,-1064491.25,2
"Davle,Sloup,U Jeřábu","Davle,Sloup,U Jeřábu","Davle,Sloup,U Jeřábu","Davle,Sloup,U Jeřábu",Davle,PZ,bus,301003,49.89162,14.377553,-748889.563,-1064162.0,2
"Davle,U Kiliána","Davle,U Kiliána","Davle,U Kiliána","Davle,U Kiliána",Davle,PZ,bus,301003,49.87979,14.3891058,-748247.2,-1065578.75,2
"Davle,U Pomníku","Davle,U Pomníku","Davle,U Pomníku","Davle,U Pomníku",Davle,PZ,bus,301003,49.8923035,14.4006586,-747234.6,-1064314.25,2
Dědina,Dědina,Dědina,Dědina,Praha,AB,tram,301003,50.08981,14.3014431,-751266.25,-1041579.0,4
Dědinova,Dědinova,Dědinova,Dědinova,Praha,AB,bus,301003,50.03391,14.4835253,-739202.0,-1049520.13,2
Dehtínská,Dehtínská,Dehtínská,Dehtínská,Praha,AB,bus,301003,49.97665,14.3447866,-749922.8,-1054472.25,1
Dejvická,Dejvická,Dejvická,Dejvická,Praha,AB,metroA,301003,50.1009254,14.39318,-744595.2,-1041255.5,11
Děkanka,Děkanka,Děkanka,Děkanka,Praha,AB,bus,301003,50.0533447,14.4309692,-742637.75,-1046867.0,2
Děkanovice,Děkanovice,Děkanovice,Děkanovice,Děkanovice,BN,bus,301003,49.6183243,15.1511364,-697643.0,-1101636.5,2
Děkov,Děkov,Děkov,Děkov,Děkov,RA,bus,301003,50.1724663,13.5556736,-802723.9,-1024863.75,2
"Děkov,jednota","Děkov,jednota","Děkov,jednota","Děkov,jednota",Děkov,RA,bus,301003,50.171875,13.5540571,-802847.75,-1024911.75,1
"Děkov,Nová Ves","Děkov,Nová Ves","Děkov,Nová Ves","Děkov,Nová Ves",Děkov,RA,bus,301003,50.1723137,13.5685263,-801818.3,-1025016.19,1
"Děkov,Nová Ves,rozc.","Děkov,Nová Ves,rozc.","Děkov,Nová Ves,rozcestí","Děkov,Nová Ves,rozc.",Děkov,RA,bus,301003,50.161068,13.5722227,-801741.75,-1026292.06,3
"Děkov,Vlkov","Děkov,Vlkov","Děkov,Vlkov","Děkov,Vlkov",Děkov,RA,bus,301003,50.18452,13.5660267,-801794.438,-1023646.94,1
Dělnická,Dělnická,Dělnická,Dělnická,Praha,AB,tram,301003,50.1031456,14.4499283,-740539.8,-1041564.38,2
Dělostřelecká,Dělostřelecká,Dělostřelecká,Dělostřelecká,Praha,AB,bus,301003,50.0965347,14.3878326,-745041.0,-1041687.25,2
Delta,Delta,Delta,Delta,Praha,AB,bus,301003,50.0471878,14.4574938,-740849.0,-1047803.88,1
Depo Hostivař,Depo Hostivař,Depo Hostivař,Depo Hostivař,Praha,AB,metroA,301003,50.07663,14.5167751,-736200.25,-1045134.44,13
Depo Kačerov,Depo Kačerov,Depo Kačerov,Depo Kačerov,Praha,AB,bus,301003,50.0456543,14.4705153,-739948.25,-1048099.44,2
Depo Zličín,Depo Zličín,Depo Zličín,Depo Zličín,Praha,AB,bus,301003,50.0533,14.2777481,-753506.8,-1045366.94,2
Dercsenyiho,Dercsenyiho,Dercsenyiho,Dercsenyiho,Praha,AB,bus,301003,50.0922241,14.5799522,-731486.75,-1044025.0,2
"Desná,centrum","Desná,centrum","Desná,centrum","Desná,centrum",Desná,JN,bus,301003,50.7565231,15.3139381,-670210.25,-977499.6,2
"Desná,odb.","Desná,odb.","Desná,odbočka","Desná,odb.",Desná,JN,bus,301003,50.765377,15.3355465,-668574.9,-976712.2,2
"Desná,Sklář","Desná,Sklář","Desná,Sklář","Desná,Sklář",Desná,JN,bus,301003,50.76226,15.321413,-669607.5,-976932.1,2
Deštnice,Deštnice,Deštnice,Deštnice,Deštnice,LN,train,600003,50.2256851,13.6061974,-798283.438,-1019541.13,1
"Deštnice,Nová Hospoda rozc.","Deštnice,Nová Hospoda rozc.","Deštnice,Nová Hospoda rozcestí","Deštnice,Nová Hospoda rozc.",Deštnice,LN,bus,301003,50.2169876,13.5881481,-799699.75,-1020308.19,2
"Deštnice,rozc.1.0","Deštnice,rozc.1.0","Deštnice,rozcestí 1.0","Deštnice,rozc.1.0",Deštnice,LN,bus,301003,50.23462,13.5885391,-799383.2,-1018372.75,2
"Deštnice,rozc.Sádek","Deštnice,rozc.Sádek","Deštnice,rozcestí Sádek","Deštnice,rozc.Sádek",Deštnice,LN,bus,301003,50.2436447,13.576664,-800073.1,-1017255.38,2
"Dětenice,Brodek","Dětenice,Brodek","Dětenice,Brodek","Dětenice,Brodek",Dětenice,JC,bus,301003,50.355278,15.166379,-686184.3,-1020470.19,1
"Dětenice,náves","Dětenice,náves","Dětenice,náves","Dětenice,náves",Dětenice,JC,bus,301003,50.3676071,15.1699409,-685759.5,-1019141.69,2
"Dětenice,odb.Brodek","Dětenice,odb.Brodek","Dětenice,odbočka Brodek","Dětenice,odb.Brodek",Dětenice,JC,bus,301003,50.36682,15.1691771,-685824.5,-1019221.69,1
"Dětenice,Osenice","Dětenice,Osenice","Dětenice,Osenice","Dětenice,Osenice",Dětenice,JC,bus,301003,50.3710175,15.1574078,-686596.0,-1018653.0,2
"Dětenice,sokolovna","Dětenice,sokolovna","Dětenice,sokolovna","Dětenice,sokolovna",Dětenice,JC,bus,301003,50.3683167,15.1706486,-685699.6,-1019069.75,2
Dětřichov,Dětřichov,Dětřichov,Dětřichov,Dětřichov,LI,undefined,301003,50.89277,15.03684,-687666.0,-959997.7,2
Dětská nemocnice Karlov,Dětská nemocnice Karlov,Dětská nemocnice Karlov,Dětská nemocnice Karlov,Praha,AB,bus,301003,50.07078,14.4285545,-742544.9,-1044922.19,1
Diskařská,Diskařská,Diskařská,Diskařská,Praha,AB,bus,301003,50.07919,14.3816338,-745744.25,-1043537.38,2
Divadlo Gong,Divadlo Gong,Divadlo Gong,Divadlo Gong,Praha,AB,tram,301003,50.1066666,14.4883442,-737764.1,-1041549.25,2
Divadlo Horní Počernice,Divadlo Horní Počernice,Divadlo Horní Počernice,Divadlo Horní Počernice,Praha,AB,bus,301003,50.11685,14.6217928,-728153.75,-1041711.13,2
Divadlo Na Fidlovačce,Divadlo Na Fidlovačce,Divadlo Na Fidlovačce,Divadlo Na Fidlovačce,Praha,AB,tram,301003,50.06474,14.4367085,-742058.1,-1045667.75,2
Divadlo pod Palmovkou,Divadlo pod Palmovkou,Divadlo pod Palmovkou,Divadlo pod Palmovkou,Praha,AB,tram,301003,50.10566,14.4727526,-738884.25,-1041509.06,1
Dívčí hrady,Dívčí hrady,Dívčí hrady,Dívčí hrady,Praha,AB,bus,301003,50.0558739,14.398509,-744902.063,-1046271.25,3
"Divišov,Benešovská","Divišov,Benešovská","Divišov,Benešovská","Divišov,Benešovská",Divišov,BN,bus,301003,49.7901878,14.8722763,-715133.25,-1080096.88,2
"Divišov,Brtnice","Divišov,Brtnice","Divišov,Brtnice","Divišov,Brtnice",Divišov,BN,bus,301003,49.7988434,14.92444,-711284.5,-1079630.75,2
"Divišov,Dolany","Divišov,Dolany","Divišov,Dolany","Divišov,Dolany",Divišov,BN,bus,301003,49.78887,14.9313021,-710938.4,-1080794.25,2
"Divišov,koupaliště","Divišov,koupaliště","Divišov,koupaliště","Divišov,koupaliště",Divišov,BN,bus,301003,49.7844772,14.877392799999999,-714850.75,-1080774.5,2
"Divišov,Lbosín,rozc.","Divišov,Lbosín,rozc.","Divišov,Lbosín,rozcestí","Divišov,Lbosín,rozc.",Divišov,BN,bus,301003,49.787178,14.8374128,-717665.75,-1080100.63,2
